Date,cabai rawit
2022-07-01,41.0
2022-07-02,44.0
2022-07-03,48.37450230928491
2022-07-04,48.37450230928491
2022-07-05,54.93375685969643
2022-07-06,48.37450230928491
2022-07-07,70.51198641692376
2022-07-08,62.312918228909375
2022-07-09,36.895806846064765
2022-07-10,42.63515457767483
2022-07-11,72.97170687332809
2022-07-12,59.853197772505055
2022-07-13,81.17077506134248
2022-07-14,63.13282504771081
2022-07-15,59.853197772505055
2022-07-16,38.53562048366764
2022-07-17,55.75366367849786
2022-07-18,73.79161369212953
2022-07-19,54.113850040894974
2022-07-20,81.99068188014391
2022-07-21,49.19440912808634
2022-07-22,68.05226596051945
2022-07-23,50.83422276568924
2022-07-24,78.71105460493816
2022-07-25,64.7726386853137
2022-07-26,59.853197772505055
2022-07-27,58.21338413490217
2022-07-28,77.07124096733527
2022-07-29,32.79627275205757
2022-07-30,40.17543412127052
2022-07-31,54.113850040894974
2022-08-01,60.6731045913065
2022-08-02,70.51198641692376
2022-08-03,63.95273186651226
2022-08-04,47.55459549048347
2022-08-05,51.65412958449067
2022-08-06,54.113850040894974
2022-08-07,58.21338413490217
2022-08-08,66.41245232291656
2022-08-09,72.15180005452665
2022-08-10,63.13282504771081
2022-08-11,41.81524775887339
2022-08-12,60.6731045913065
2022-08-13,59.03329095370362
2022-08-14,42.63515457767483
2022-08-15,70.51198641692376
2022-08-16,41.81524775887339
2022-08-17,48.37450230928491
2022-08-18,52.4740364032921
2022-08-19,54.93375685969643
2022-08-20,0.0
2022-08-21,63.13282504771081
2022-08-22,32.79627275205757
2022-08-23,66.41245232291656
2022-08-24,52.4740364032921
2022-08-25,59.853197772505055
2022-08-26,47.55459549048347
2022-08-27,62.312918228909375
2022-08-28,63.13282504771081
2022-08-29,44.27496821527771
2022-08-30,48.37450230928491
2022-08-31,54.113850040894974
2022-09-01,72.15180005452665
2022-09-02,52.4740364032921
2022-09-03,54.113850040894974
2022-09-04,67.232359141718
2022-09-05,66.41245232291656
2022-09-06,72.97170687332809
2022-09-07,49.19440912808634
2022-09-08,49.19440912808634
2022-09-09,43.45506139647628
2022-09-10,45.09487503407915
2022-09-11,60.6731045913065
2022-09-12,55.75366367849786
2022-09-13,71.3318932357252
2022-09-14,61.493011410107925
2022-09-15,48.37450230928491
2022-09-16,37.71571366486621
2022-09-17,56.57357049729931
2022-09-18,72.97170687332809
2022-09-19,40.17543412127052
2022-09-20,58.21338413490217
2022-09-21,72.15180005452665
2022-09-22,68.87217277932088
2022-09-23,56.57357049729931
2022-09-24,45.91478185288061
2022-09-25,55.75366367849786
2022-09-26,45.91478185288061
2022-09-27,58.21338413490217
2022-09-28,68.05226596051945
2022-09-29,36.895806846064765
2022-09-30,58.21338413490217
2022-10-01,30.33655229565325
2022-10-02,62.312918228909375
2022-10-03,60.6731045913065
2022-10-04,58.21338413490217
2022-10-05,75.43142732973241
2022-10-06,64.7726386853137
2022-10-07,57.39347731610074
2022-10-08,50.01431594688778
2022-10-09,63.95273186651226
2022-10-10,71.3318932357252
2022-10-11,53.293943222093546
2022-10-12,69.69207959812233
2022-10-13,72.15180005452665
2022-10-14,51.65412958449067
2022-10-15,37.71571366486621
2022-10-16,44.27496821527771
2022-10-17,68.05226596051945
2022-10-18,49.19440912808634
2022-10-19,50.01431594688778
2022-10-20,67.232359141718
2022-10-21,45.09487503407915
2022-10-22,31.156459114454687
2022-10-23,40.17543412127052
2022-10-24,73.79161369212953
2022-10-25,49.19440912808634
2022-10-26,65.59254550411514
2022-10-27,66.41245232291656
2022-10-28,56.57357049729931
2022-10-29,42.63515457767483
2022-10-30,61.493011410107925
2022-10-31,57.39347731610074
2022-11-01,66.41245232291656
2022-11-02,67.232359141718
2022-11-03,59.853197772505055
2022-11-04,75.43142732973241
2022-11-05,50.83422276568924
2022-11-06,62.312918228909375
2022-11-07,56.57357049729931
2022-11-08,46.73468867168204
2022-11-09,57.39347731610074
2022-11-10,57.39347731610074
2022-11-11,54.113850040894974
2022-11-12,62.312918228909375
2022-11-13,44.27496821527771
2022-11-14,63.13282504771081
2022-11-15,57.39347731610074
2022-11-16,54.113850040894974
2022-11-17,68.05226596051945
2022-11-18,58.21338413490217
2022-11-19,63.13282504771081
2022-11-20,50.83422276568924
2022-11-21,47.55459549048347
2022-11-22,63.13282504771081
2022-11-23,67.232359141718
2022-11-24,77.07124096733527
2022-11-25,49.19440912808634
2022-11-26,56.57357049729931
2022-11-27,46.73468867168204
2022-11-28,27.056925020447487
2022-11-29,61.493011410107925
2022-11-30,48.37450230928491
2022-12-01,50.01431594688778
2022-12-02,36.07590002726332
2022-12-03,40.17543412127052
2022-12-04,46.73468867168204
2022-12-05,59.853197772505055
2022-12-06,50.83422276568924
2022-12-07,68.05226596051945
2022-12-08,55.75366367849786
2022-12-09,45.91478185288061
2022-12-10,46.73468867168204
2022-12-11,45.91478185288061
2022-12-12,69.69207959812233
2022-12-13,56.57357049729931
2022-12-14,65.59254550411514
2022-12-15,46.73468867168204
2022-12-16,59.853197772505055
2022-12-17,51.65412958449067
2022-12-18,31.97636593325613
2022-12-19,38.53562048366764
2022-12-20,52.4740364032921
2022-12-21,25.41711138284462
2022-12-22,68.05226596051945
2022-12-23,57.39347731610074
2022-12-24,59.03329095370362
2022-12-25,38.53562048366764
2022-12-26,36.895806846064765
2022-12-27,58.21338413490217
2022-12-28,42.63515457767483
2022-12-29,37.71571366486621
2022-12-30,56.57357049729931
2022-12-31,0.0
2023-01-01,54.113850040894974
2023-01-02,59.8458455823205
2023-01-03,51.43002354730669
2023-01-04,54.23529755897796
2023-01-05,57.97566290787299
2023-01-06,54.23529755897796
2023-01-07,60.78093691954425
2023-01-08,59.8458455823205
2023-01-09,61.71602825676802
2023-01-10,60.78093691954425
2023-01-11,49.55984087285916
2023-01-12,49.55984087285916
2023-01-13,42.07911017506911
2023-01-14,62.65111959399177
2023-01-15,55.17038889620172
2023-01-16,79.48276366401942
2023-01-17,58.91075424509675
2023-01-18,64.5213022684393
2023-01-19,51.43002354730669
2023-01-20,65.45639360566305
2023-01-21,40.20892750062159
2023-01-22,46.75456686118789
2023-01-23,68.26166761733433
2023-01-24,39.27383616339783
2023-01-25,56.10548023342547
2023-01-26,56.10548023342547
2023-01-27,43.94929284951662
2023-01-28,46.75456686118789
2023-01-29,89.76876837348077
2023-01-30,73.87221564067687
2023-01-31,43.014201512292864
2023-02-01,42.07911017506911
2023-02-02,47.68965819841165
2023-02-03,57.97566290787299
2023-02-04,57.040571570649234
2023-02-05,61.71602825676802
2023-02-06,66.3914849428868
2023-02-07,58.91075424509675
2023-02-08,68.26166761733433
2023-02-09,62.65111959399177
2023-02-10,56.10548023342547
2023-02-11,57.97566290787299
2023-02-12,79.48276366401942
2023-02-13,48.6247495356354
2023-02-14,69.19675895455808
2023-02-15,59.8458455823205
2023-02-16,65.45639360566305
2023-02-17,43.014201512292864
2023-02-18,31.79310546560777
2023-02-19,57.040571570649234
2023-02-20,54.23529755897796
2023-02-21,57.97566290787299
2023-02-22,40.20892750062159
2023-02-23,59.8458455823205
2023-02-24,66.3914849428868
2023-02-25,66.3914849428868
2023-02-26,39.27383616339783
2023-02-27,48.6247495356354
2023-02-28,47.68965819841165
2023-03-01,61.71602825676802
2023-03-02,44.884384186740384
2023-03-03,45.81947552396414
2023-03-04,59.8458455823205
2023-03-05,56.10548023342547
2023-03-06,51.43002354730669
2023-03-07,46.75456686118789
2023-03-08,49.55984087285916
2023-03-09,76.67748965234814
2023-03-10,33.663288140055286
2023-03-11,56.10548023342547
2023-03-12,58.91075424509675
2023-03-13,52.36511488453043
2023-03-14,49.55984087285916
2023-03-15,65.45639360566305
2023-03-16,64.5213022684393
2023-03-17,53.3002062217542
2023-03-18,46.75456686118789
2023-03-19,46.75456686118789
2023-03-20,45.81947552396414
2023-03-21,47.68965819841165
2023-03-22,48.6247495356354
2023-03-23,37.40365348895032
2023-03-24,88.833677036257
2023-03-25,44.884384186740384
2023-03-26,38.33874482617407
2023-03-27,80.41785500124318
2023-03-28,73.87221564067687
2023-03-29,72.93712430345312
2023-03-30,93.50913372237578
2023-03-31,75.74239831512438
2023-04-01,64.5213022684393
2023-04-02,52.36511488453043
2023-04-03,65.45639360566305
2023-04-04,56.10548023342547
2023-04-05,56.10548023342547
2023-04-06,43.014201512292864
2023-04-07,54.23529755897796
2023-04-08,58.91075424509675
2023-04-09,65.45639360566305
2023-04-10,51.43002354730669
2023-04-11,49.55984087285916
2023-04-12,57.040571570649234
2023-04-13,46.75456686118789
2023-04-14,31.79310546560777
2023-04-15,51.43002354730669
2023-04-16,28.052740116712734
2023-04-17,36.46856215172656
2023-04-18,38.33874482617407
2023-04-19,38.33874482617407
2023-04-20,0.0
2023-04-21,37.40365348895032
2023-04-22,0.0
2023-04-23,25.24746610504146
2023-04-24,45.81947552396414
2023-04-25,37.40365348895032
2023-04-26,42.07911017506911
2023-04-27,34.59837947727904
2023-04-28,59.8458455823205
2023-04-29,50.49493221008292
2023-04-30,0.0
2023-05-01,41.144018837845344
2023-05-02,57.97566290787299
2023-05-03,49.55984087285916
2023-05-04,52.36511488453043
2023-05-05,49.55984087285916
2023-05-06,39.27383616339783
2023-05-07,37.40365348895032
2023-05-08,39.27383616339783
2023-05-09,46.75456686118789
2023-05-10,54.23529755897796
2023-05-11,62.65111959399177
2023-05-12,57.040571570649234
2023-05-13,54.23529755897796
2023-05-14,52.36511488453043
2023-05-15,40.20892750062159
2023-05-16,43.94929284951662
2023-05-17,49.55984087285916
2023-05-18,53.3002062217542
2023-05-19,45.81947552396414
2023-05-20,49.55984087285916
2023-05-21,50.49493221008292
2023-05-22,58.91075424509675
2023-05-23,54.23529755897796
2023-05-24,57.97566290787299
2023-05-25,57.97566290787299
2023-05-26,72.00203296622935
2023-05-27,44.884384186740384
2023-05-28,38.33874482617407
2023-05-29,58.91075424509675
2023-05-30,63.58621093121554
2023-05-31,43.014201512292864
2023-06-01,44.884384186740384
2023-06-02,69.19675895455808
2023-06-03,41.144018837845344
2023-06-04,48.6247495356354
2023-06-05,59.8458455823205
2023-06-06,84.15822035013822
2023-06-07,50.49493221008292
2023-06-08,46.75456686118789
2023-06-09,53.3002062217542
2023-06-10,49.55984087285916
2023-06-11,77.61258098957191
2023-06-12,63.58621093121554
2023-06-13,55.17038889620172
2023-06-14,41.144018837845344
2023-06-15,57.97566290787299
2023-06-16,58.91075424509675
2023-06-17,48.6247495356354
2023-06-18,53.3002062217542
2023-06-19,23.377283430593945
2023-06-20,51.43002354730669
2023-06-21,72.93712430345312
2023-06-22,68.26166761733433
2023-06-23,38.33874482617407
2023-06-24,44.884384186740384
2023-06-25,45.81947552396414
2023-06-26,50.49493221008292
2023-06-27,47.68965819841165
2023-06-28,42.07911017506911
2023-06-29,46.75456686118789
2023-06-30,47.68965819841165
2023-07-01,54.23529755897796
2023-07-02,44.884384186740384
2023-07-03,58.91075424509675
2023-07-04,49.27912667043101
2023-07-05,44.630152456239415
2023-07-06,56.71748541313758
2023-07-07,32.542819499341235
2023-07-08,59.50686994165255
2023-07-09,34.40240918501788
2023-07-10,38.121588556371165
2023-07-11,46.48974214191605
2023-07-12,52.998306041784296
2023-07-13,26.03425559947299
2023-07-14,42.77056277056276
2023-07-15,45.55994729907773
2023-07-16,36.26199887069452
2023-07-17,52.998306041784296
2023-07-18,39.051383399209485
2023-07-19,28.82364012798796
2023-07-20,45.55994729907773
2023-07-21,50.20892151326933
2023-07-22,67.87502352719744
2023-07-23,28.82364012798796
2023-07-24,82.75174101261058
2023-07-25,60.43666478449087
2023-07-26,51.13871635610767
2023-07-27,40.91097308488613
2023-07-28,34.40240918501788
2023-07-29,42.77056277056276
2023-07-30,54.85789572746094
2023-07-31,59.50686994165255
2023-08-01,84.6113306982872
2023-08-02,67.87502352719744
2023-08-03,58.57707509881423
2023-08-04,49.27912667043101
2023-08-05,42.77056277056276
2023-08-06,60.43666478449087
2023-08-07,70.6644080557124
2023-08-08,69.73461321287408
2023-08-09,80.89215132693394
2023-08-10,44.630152456239415
2023-08-11,35.3322040278562
2023-08-12,46.48974214191605
2023-08-13,39.051383399209485
2023-08-14,60.43666478449087
2023-08-15,50.20892151326933
2023-08-16,35.3322040278562
2023-08-17,33.47261434217956
2023-08-18,55.78769057029926
2023-08-19,52.998306041784296
2023-08-20,42.77056277056276
2023-08-21,52.06851119894598
2023-08-22,74.38358742706568
2023-08-23,61.36645962732919
2023-08-24,47.41953698475438
2023-08-25,66.01543384152079
2023-08-26,34.40240918501788
2023-08-27,0.0
2023-08-28,52.06851119894598
2023-08-29,66.94522868435912
2023-08-30,68.80481837003576
2023-08-31,54.85789572746094
2023-09-01,47.41953698475438
2023-09-02,25.104460756634666
2023-09-03,57.64728025597592
2023-09-04,57.64728025597592
2023-09-05,59.50686994165255
2023-09-06,48.34933182759269
2023-09-07,68.80481837003576
2023-09-08,39.051383399209485
2023-09-09,39.051383399209485
2023-09-10,41.84076792772444
2023-09-11,50.20892151326933
2023-09-12,45.55994729907773
2023-09-13,44.630152456239415
2023-09-14,53.92810088462263
2023-09-15,46.48974214191605
2023-09-16,53.92810088462263
2023-09-17,62.296254470167504
2023-09-18,55.78769057029926
2023-09-19,50.20892151326933
2023-09-20,56.71748541313758
2023-09-21,54.85789572746094
2023-09-22,47.41953698475438
2023-09-23,41.84076792772444
2023-09-24,39.051383399209485
2023-09-25,41.84076792772444
2023-09-26,52.06851119894598
2023-09-27,43.700357613401096
2023-09-28,31.613024656502915
2023-09-29,35.3322040278562
2023-09-30,48.34933182759269
2023-10-01,52.06851119894598
2023-10-02,58.57707509881423
2023-10-03,78.10276679841897
2023-10-04,54.85789572746094
2023-10-05,53.92810088462263
2023-10-06,42.77056277056276
2023-10-07,30.683229813664592
2023-10-08,73.45379258422736
2023-10-09,50.20892151326933
2023-10-10,45.55994729907773
2023-10-11,46.48974214191605
2023-10-12,57.64728025597592
2023-10-13,39.98117824204781
2023-10-14,39.051383399209485
2023-10-15,39.051383399209485
2023-10-16,60.43666478449087
2023-10-17,56.71748541313758
2023-10-18,44.630152456239415
2023-10-19,52.998306041784296
2023-10-20,48.34933182759269
2023-10-21,53.92810088462263
2023-10-22,40.91097308488613
2023-10-23,72.52399774138904
2023-10-24,72.52399774138904
2023-10-25,47.41953698475438
2023-10-26,67.87502352719744
2023-10-27,54.85789572746094
2023-10-28,27.89384528514963
2023-10-29,49.27912667043101
2023-10-30,66.01543384152079
2023-10-31,90.19009975531716
2023-11-01,73.45379258422736
2023-11-02,75.31338226990401
2023-11-03,81.82194616977226
2023-11-04,71.59420289855072
2023-11-05,76.24317711274233
2023-11-06,84.6113306982872
2023-11-07,66.01543384152079
2023-11-08,72.52399774138904
2023-11-09,64.15584415584415
2023-11-10,52.998306041784296
2023-11-11,71.59420289855072
2023-11-12,82.75174101261058
2023-11-13,92.9794842838321
2023-11-14,75.31338226990401
2023-11-15,62.296254470167504
2023-11-16,56.71748541313758
2023-11-17,61.36645962732919
2023-11-18,42.77056277056276
2023-11-19,40.91097308488613
2023-11-20,74.38358742706568
2023-11-21,76.24317711274233
2023-11-22,66.94522868435912
2023-11-23,81.82194616977226
2023-11-24,39.98117824204781
2023-11-25,52.06851119894598
2023-11-26,58.57707509881423
2023-11-27,66.01543384152079
2023-11-28,58.57707509881423
2023-11-29,82.75174101261058
2023-11-30,64.15584415584415
2023-12-01,66.01543384152079
2023-12-02,74.38358742706568
2023-12-03,42.77056277056276
2023-12-04,66.94522868435912
2023-12-05,53.92810088462263
2023-12-06,66.94522868435912
2023-12-07,72.52399774138904
2023-12-08,50.20892151326933
2023-12-09,51.13871635610767
2023-12-10,67.87502352719744
2023-12-11,72.52399774138904
2023-12-12,62.296254470167504
2023-12-13,62.296254470167504
2023-12-14,60.43666478449087
2023-12-15,63.22604931300583
2023-12-16,80.89215132693394
2023-12-17,59.50686994165255
2023-12-18,53.92810088462263
2023-12-19,66.94522868435912
2023-12-20,41.84076792772444
2023-12-21,52.06851119894598
2023-12-22,57.64728025597592
2023-12-23,54.85789572746094
2023-12-24,50.20892151326933
2023-12-25,65.08563899868247
2023-12-26,59.50686994165255
2023-12-27,40.91097308488613
2023-12-28,59.50686994165255
2023-12-29,50.20892151326933
2023-12-30,28.82364012798796
2023-12-31,26.964050442311315
2024-01-01,55.78769057029926
2024-01-02,31.613024656502915
2024-01-03,40.67611447440836
2024-01-04,60.63043478260868
2024-01-05,67.53769950467803
2024-01-06,49.88580077050082
2024-01-07,45.280957622454586
2024-01-08,44.51348376444689
2024-01-09,49.11832691249311
2024-01-10,51.42074848651623
2024-01-11,56.79306549257016
2024-01-12,69.07264722069344
2024-01-13,56.79306549257016
2024-01-14,48.350853054485405
2024-01-15,50.65327462850851
2024-01-16,69.84012107870115
2024-01-17,52.18822234452393
2024-01-18,49.88580077050082
2024-01-19,62.1653824986241
2024-01-20,59.862960924600976
2024-01-21,54.49064391854704
2024-01-22,42.97853604843147
2024-01-23,46.0484314804623
2024-01-24,58.32801320858557
2024-01-25,75.97991194276278
2024-01-26,46.81590533847
2024-01-27,42.21106219042376
2024-01-28,39.90864061640065
2024-01-29,46.81590533847
2024-01-30,45.280957622454586
2024-01-31,42.97853604843147
2024-02-01,49.88580077050082
2024-02-02,45.280957622454586
2024-02-03,49.11832691249311
2024-02-04,0.0
2024-02-05,51.42074848651623
2024-02-06,39.14116675839295
2024-02-07,46.0484314804623
2024-02-08,0.0
2024-02-09,48.350853054485405
2024-02-10,47.5833791964777
2024-02-11,56.79306549257016
2024-02-12,30.698954320308196
2024-02-13,26.86158503026967
2024-02-14,33.00137589433131
2024-02-15,35.303797468354425
2024-02-16,48.350853054485405
2024-02-17,36.07127132636213
2024-02-18,29.164006604292787
2024-02-19,54.49064391854704
2024-02-20,49.88580077050082
2024-02-21,68.30517336268574
2024-02-22,50.65327462850851
2024-02-23,59.862960924600976
2024-02-24,46.81590533847
2024-02-25,54.49064391854704
2024-02-26,53.72317006053934
2024-02-27,51.42074848651623
2024-02-28,39.90864061640065
2024-02-29,76.74738580077049
2024-03-01,62.93285635663179
2024-03-02,59.862960924600976
2024-03-03,64.4678040726472
2024-03-04,53.72317006053934
2024-03-05,50.65327462850851
2024-03-06,72.91001651073196
2024-03-07,48.350853054485405
2024-03-08,30.698954320308196
2024-03-09,43.74600990643918
2024-03-10,33.00137589433131
2024-03-11,29.164006604292787
2024-03-12,57.56053935057786
2024-03-13,45.280957622454586
2024-03-14,46.81590533847
2024-03-15,48.350853054485405
2024-03-16,40.67611447440836
2024-03-17,42.21106219042376
2024-03-18,38.37369290038525
2024-03-19,35.303797468354425
2024-03-20,56.02559163456245
2024-03-21,48.350853054485405
2024-03-22,45.280957622454586
2024-03-23,44.51348376444689
2024-03-24,35.303797468354425
2024-03-25,62.1653824986241
2024-03-26,54.49064391854704
2024-03-27,60.63043478260868
2024-03-28,42.97853604843147
2024-03-29,33.00137589433131
2024-03-30,33.768849752339015
2024-03-31,55.25811777655475
2024-04-01,52.95569620253164
2024-04-02,41.44358833241606
2024-04-03,49.11832691249311
2024-04-04,32.2339020363236
2024-04-05,26.86158503026967
2024-04-06,0.0
2024-04-07,59.09548706659327
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,31.46642817831589
2024-04-16,39.90864061640065
2024-04-17,41.44358833241606
2024-04-18,29.931480462300488
2024-04-19,62.93285635663179
2024-04-20,26.86158503026967
2024-04-21,28.39653274628508
2024-04-22,36.83874518436984
2024-04-23,0.0
2024-04-24,26.86158503026967
2024-04-25,32.2339020363236
2024-04-26,43.74600990643918
2024-04-27,48.350853054485405
2024-04-28,52.95569620253164
2024-04-29,48.350853054485405
2024-04-30,32.2339020363236
2024-05-01,38.37369290038525
2024-05-02,23.79168959823885
2024-05-03,52.95569620253164
2024-05-04,42.97853604843147
2024-05-05,29.931480462300488
2024-05-06,55.25811777655475
2024-05-07,31.46642817831589
2024-05-08,33.00137589433131
2024-05-09,29.931480462300488
2024-05-10,26.86158503026967
2024-05-11,0.0
2024-05-12,49.88580077050082
2024-05-13,56.79306549257016
2024-05-14,49.11832691249311
2024-05-15,53.72317006053934
2024-05-16,34.53632361034672
2024-05-17,43.74600990643918
2024-05-18,56.02559163456245
2024-05-19,32.2339020363236
2024-05-20,32.2339020363236
2024-05-21,49.11832691249311
2024-05-22,39.14116675839295
2024-05-23,49.11832691249311
2024-05-24,39.14116675839295
2024-05-25,40.67611447440836
2024-05-26,41.44358833241606
2024-05-27,50.65327462850851
2024-05-28,59.862960924600976
2024-05-29,52.18822234452393
2024-05-30,0.0
2024-05-31,34.53632361034672
2024-06-01,35.303797468354425
2024-06-02,29.164006604292787
2024-06-03,36.07127132636213
2024-06-04,49.88580077050082
2024-06-05,42.97853604843147
2024-06-06,31.46642817831589
2024-06-07,40.67611447440836
2024-06-08,49.88580077050082
2024-06-09,40.67611447440836
2024-06-10,42.21106219042376
2024-06-11,29.931480462300488
2024-06-12,27.62905888827737
2024-06-13,49.11832691249311
2024-06-14,49.88580077050082
2024-06-15,37.60621904237754
2024-06-16,37.60621904237754
2024-06-17,38.37369290038525
2024-06-18,46.0484314804623
2024-06-19,58.32801320858557
2024-06-20,27.62905888827737
2024-06-21,36.83874518436984
2024-06-22,42.97853604843147
2024-06-23,46.81590533847
2024-06-24,52.18822234452393
2024-06-25,44.51348376444689
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,32.2339020363236
2024-06-29,36.83874518436984
2024-06-30,35.303797468354425
2024-07-01,0.0
2024-07-02,32.2339020363236
2024-07-03,32.2339020363236
2024-07-04,36.59898072941551
2024-07-05,49.09619366141105
2024-07-06,0.0
2024-07-07,54.45214206083772
2024-07-08,30.350374263417745
2024-07-09,40.16961299569995
2024-07-10,47.31087752826883
2024-07-11,41.95492912884217
2024-07-12,34.81366459627329
2024-07-13,56.237458193979926
2024-07-14,52.66682592769549
2024-07-15,45.52556139512661
2024-07-16,44.6329033285555
2024-07-17,47.31087752826883
2024-07-18,43.74024526198439
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,43.74024526198439
2024-07-22,41.062271062271066
2024-07-23,60.70074852683549
2024-07-24,51.774167861124376
2024-07-25,50.88150979455327
2024-07-26,52.66682592769549
2024-07-27,47.31087752826883
2024-07-28,49.98885172798216
2024-07-29,37.491638795986624
2024-07-30,67.84201305940437
2024-07-31,41.95492912884217
2024-08-01,45.52556139512661
2024-08-02,40.16961299569995
2024-08-03,60.70074852683549
2024-08-04,58.02277432712216
2024-08-05,87.48049052396878
2024-08-06,48.20353559483995
2024-08-07,83.01720019111322
2024-08-08,51.774167861124376
2024-08-09,50.88150979455327
2024-08-10,45.52556139512661
2024-08-11,37.491638795986624
2024-08-12,52.66682592769549
2024-08-13,49.98885172798216
2024-08-14,59.80809046026437
2024-08-15,38.384296862557726
2024-08-16,41.062271062271066
2024-08-17,37.491638795986624
2024-08-18,0.0
2024-08-19,60.70074852683549
2024-08-20,49.98885172798216
2024-08-21,41.95492912884217
2024-08-22,53.5594839942666
2024-08-23,32.135690396559966
2024-08-24,47.31087752826883
2024-08-25,58.91543239369325
2024-08-26,51.774167861124376
2024-08-27,57.13011626055104
2024-08-28,48.20353559483995
