Date,Price,Open,High,Low,Vol.,Change %
2023-11-30,570.25,557.50,570.25,555.50,1.56K,2.56%
2023-11-29,556.00,544.50,559.00,542.75,19.77K,2.25%
2023-11-28,543.75,534.00,545.50,528.00,31.63K,1.78%
2023-11-27,534.25,550.00,552.75,527.50,41.48K,-2.64%
2023-11-24,548.75,555.00,555.75,546.50,26.20K,-1.26%
2023-11-22,555.75,556.00,563.50,554.50,29.11K,0.14%
2023-11-21,555.00,544.00,557.00,541.75,43.24K,2.12%
2023-11-20,543.50,550.75,554.00,541.00,42.77K,-1.32%
2023-11-17,550.75,555.75,557.75,547.00,51.40K,-0.50%
2023-11-16,553.50,562.25,562.50,547.00,57.40K,-1.25%
2023-11-15,560.50,572.75,579.25,557.00,83.31K,-2.01%
2023-11-14,572.00,581.00,585.00,570.25,65.17K,-1.21%
2023-11-13,579.00,575.00,582.00,567.25,80.61K,0.65%
2023-11-10,575.25,581.75,583.00,570.75,68.74K,-0.95%
2023-11-09,580.75,590.00,592.50,573.00,85.08K,-1.94%
2023-11-08,592.25,571.50,598.75,570.25,144.37K,3.86%
2023-11-07,570.25,574.00,582.25,564.50,106.30K,-0.96%
2023-11-06,575.75,573.00,577.75,566.50,68.70K,0.57%
2023-11-03,572.50,565.75,574.50,563.75,41.97K,1.24%
2023-11-02,565.50,562.25,569.50,557.25,53.49K,0.67%
2023-11-01,561.75,557.50,564.75,554.75,58.78K,0.99%
2023-10-31,556.25,568.25,568.50,554.50,72.02K,-1.72%
2023-10-30,566.00,576.00,577.00,565.25,60.51K,-1.65%
2023-10-27,575.50,580.25,582.50,571.00,48.61K,-0.69%
2023-10-26,579.50,569.25,580.50,563.25,72.44K,1.93%
2023-10-25,568.50,580.00,586.25,567.00,57.95K,-2.07%
2023-10-24,580.50,587.75,588.00,572.75,47.63K,-1.15%
2023-10-23,587.25,586.50,595.25,582.00,48.39K,0.21%
2023-10-20,586.00,594.00,604.50,583.25,81.52K,-1.35%
2023-10-19,594.00,579.75,594.50,576.50,65.38K,2.37%
2023-10-18,580.25,572.50,584.00,571.25,52.74K,1.71%
2023-10-17,570.50,577.00,582.25,568.50,53.41K,-1.17%
2023-10-16,577.25,580.00,588.50,575.25,56.77K,-0.43%
2023-10-13,579.75,572.00,586.25,569.50,87.48K,1.44%
2023-10-12,571.50,557.25,574.50,547.25,83.01K,2.79%
2023-10-11,556.00,559.00,560.75,551.00,43.90K,-0.45%
2023-10-10,558.50,573.75,574.75,555.50,48.42K,-2.49%
2023-10-09,572.75,573.25,581.50,570.00,46.09K,0.79%
2023-10-06,568.25,576.00,580.25,566.50,50.14K,-1.73%
2023-10-05,578.25,559.75,580.25,559.00,69.81K,3.26%
2023-10-04,560.00,567.50,569.75,551.75,66.48K,-1.50%
2023-10-03,568.50,568.25,575.00,562.75,75.41K,0.66%
2023-10-02,564.75,545.00,567.00,541.25,96.36K,4.29%
2023-09-29,541.50,579.50,585.50,540.00,123.78K,-6.44%
2023-09-28,578.75,580.50,583.50,575.25,43.97K,-0.13%
2023-09-27,579.50,589.25,594.50,578.50,55.81K,-1.61%
2023-09-26,589.00,589.00,596.75,583.25,48.88K,0.00%
2023-09-25,589.00,577.00,590.00,573.75,44.70K,1.64%
2023-09-22,579.50,576.50,582.50,572.75,45.56K,0.65%
2023-09-21,575.75,589.00,590.25,575.00,50.33K,-2.21%
2023-09-20,588.75,585.25,596.25,581.50,63.64K,0.81%
2023-09-19,584.00,588.00,592.75,581.00,58.59K,-1.23%
2023-09-18,591.25,604.00,604.25,587.00,64.92K,-2.15%
2023-09-15,604.25,594.25,607.50,591.75,65.39K,6.48%
2023-09-14,567.50,595.50,597.75,583.50,0.10K,-0.26%
2023-09-13,569.00,562.50,565.50,562.50,0.04K,1.56%
2023-09-12,560.25,557.25,557.25,548.00,0.17K,0.76%
2023-09-11,556.00,561.50,561.50,558.00,0.19K,-1.98%
2023-09-08,567.25,600.00,602.75,590.50,0.05K,-0.74%
2023-09-07,571.50,578.25,585.00,578.25,0.15K,-1.64%
2023-09-06,581.00,577.50,587.00,576.50,0.31K,1.48%
2023-09-05,572.50,569.25,575.00,567.00,0.10K,0.88%
2023-09-01,567.50,574.00,585.00,571.00,0.73K,-0.96%
2023-08-31,573.00,574.00,582.75,566.00,1.70K,-0.65%
2023-08-30,576.75,572.75,579.50,564.50,12.82K,1.23%
2023-08-29,569.75,588.00,589.00,568.75,27.77K,-3.10%
2023-08-28,588.00,593.50,599.25,584.00,21.64K,-0.88%
2023-08-25,593.25,604.50,609.75,587.50,29.00K,-1.78%
2023-08-24,604.00,614.75,615.00,598.25,21.79K,-1.39%
2023-08-23,612.50,604.25,617.00,598.25,22.59K,1.79%
2023-08-22,601.75,599.00,610.75,594.50,26.01K,0.42%
2023-08-21,599.25,618.00,620.75,595.75,24.48K,-2.28%
2023-08-18,613.25,589.00,615.75,588.50,32.90K,4.03%
2023-08-17,589.50,599.75,601.25,586.25,31.44K,-1.38%
2023-08-16,597.75,598.75,607.50,591.50,41.34K,-0.13%
2023-08-15,598.50,618.50,619.00,595.75,52.40K,-2.84%
2023-08-14,616.00,632.75,635.00,605.25,56.04K,-1.72%
2023-08-11,626.75,638.00,639.75,624.25,72.25K,-1.72%
2023-08-10,637.75,637.25,644.00,635.00,67.43K,0.43%
2023-08-09,635.00,655.50,658.25,633.50,70.50K,-3.24%
2023-08-08,656.25,657.50,662.25,643.00,81.63K,-0.19%
2023-08-07,657.50,646.00,663.75,636.00,104.53K,3.87%
2023-08-04,633.00,627.75,653.75,627.25,70.99K,0.96%
2023-08-03,627.00,639.25,648.25,626.25,65.70K,-2.03%
2023-08-02,640.00,654.50,684.00,636.00,90.38K,-1.88%
2023-08-01,652.25,670.00,675.00,643.25,69.42K,-2.03%
2023-07-31,665.75,702.50,703.00,660.25,104.58K,-5.47%
2023-07-28,704.25,714.75,720.25,689.00,74.61K,-1.19%
2023-07-27,712.75,723.25,740.00,711.75,75.10K,-1.01%
2023-07-26,720.00,757.00,757.50,709.00,105.76K,-5.29%
2023-07-25,760.25,754.25,777.25,736.50,107.92K,0.36%
2023-07-24,757.50,702.00,757.50,698.75,96.76K,8.60%
2023-07-21,697.50,724.75,733.25,693.50,95.07K,-4.06%
2023-07-20,727.00,725.00,750.75,711.25,136.38K,-0.10%
2023-07-19,727.75,669.00,730.75,664.00,148.75K,8.50%
2023-07-18,670.75,649.25,675.00,642.25,54.95K,2.60%
2023-07-17,653.75,666.00,689.25,651.00,73.58K,1.91%
2023-07-14,641.50,639.50,663.25,637.75,0.05K,2.23%
2023-07-13,627.50,614.25,625.00,614.25,0.02K,1.01%
2023-07-12,621.25,645.00,645.00,625.00,0.01K,-4.35%
2023-07-11,649.50,645.00,650.00,642.75,0.12K,2.08%
2023-07-10,636.25,641.75,645.75,637.50,0.02K,-0.51%
2023-07-07,639.50,642.75,646.75,642.75,0.06K,-1.16%
2023-07-06,647.00,654.50,654.75,640.75,0.19K,-2.27%
2023-07-05,662.00,640.00,658.00,635.00,0.29K,5.33%
2023-07-03,628.50,630.00,642.25,628.25,0.69K,-1.22%
2023-06-30,636.25,654.00,663.75,634.25,1.37K,-2.57%
2023-06-29,653.00,655.50,663.75,650.75,13.94K,-0.42%
2023-06-28,655.75,684.75,692.50,653.25,19.74K,-4.27%
2023-06-27,685.00,724.25,725.75,681.50,21.84K,-5.42%
2023-06-26,724.25,734.25,756.75,719.00,37.36K,-1.23%
2023-06-23,733.25,737.00,737.75,718.75,52.47K,-0.78%
2023-06-22,739.00,730.25,747.00,725.50,49.75K,0.61%
2023-06-21,734.50,700.50,735.50,699.25,59.23K,5.57%
2023-06-20,695.75,687.00,700.00,676.25,76.04K,1.13%
2023-06-16,688.00,659.75,697.00,656.00,99.94K,4.01%
2023-06-15,661.50,629.00,665.25,628.25,72.09K,4.96%
2023-06-14,630.25,638.00,639.00,625.00,70.76K,-0.94%
2023-06-13,636.25,634.50,649.25,626.75,106.16K,0.39%
2023-06-12,633.75,629.75,638.75,622.25,91.97K,0.56%
2023-06-09,630.25,624.50,632.25,618.50,113.04K,0.64%
2023-06-08,626.25,616.00,629.00,611.25,98.91K,1.54%
2023-06-07,616.75,626.50,635.50,613.25,89.27K,-1.75%
2023-06-06,627.75,624.25,648.00,621.25,113.88K,0.60%
2023-06-05,624.00,621.50,631.50,615.50,69.49K,0.81%
2023-06-02,619.00,610.25,622.50,602.25,69.36K,1.35%
2023-06-01,610.75,594.25,617.50,593.00,80.03K,2.78%
2023-05-31,594.25,591.50,595.00,573.25,73.77K,0.55%
2023-05-30,591.00,616.75,616.75,588.75,74.48K,-4.20%
2023-05-28,616.88,616.88,616.88,616.88,,0.14%
2023-05-26,616.00,606.00,618.50,602.50,48.35K,1.94%
2023-05-25,604.25,607.00,616.50,599.00,53.31K,-0.33%
2023-05-24,606.25,621.00,624.50,602.25,61.47K,-2.57%
2023-05-23,622.25,607.50,624.75,594.25,57.43K,2.64%
2023-05-22,606.25,607.75,613.75,596.25,60.94K,0.21%
2023-05-19,605.00,611.00,620.75,602.00,62.74K,-1.10%
2023-05-18,611.75,626.25,626.50,605.50,59.51K,-2.20%
2023-05-17,625.50,646.75,654.25,616.00,98.46K,-3.40%
2023-05-16,647.50,661.75,664.25,640.00,62.56K,-2.01%
2023-05-15,660.75,635.00,663.75,632.50,67.50K,5.80%
2023-05-12,624.50,628.00,654.00,626.00,0.07K,1.67%
2023-05-11,614.25,617.50,617.50,617.50,0.02K,-2.23%
2023-05-10,628.25,643.75,647.75,629.75,0.04K,-0.36%
2023-05-09,630.50,628.00,628.00,628.00,0.01K,-1.64%
2023-05-08,641.00,647.50,647.50,641.00,0.02K,-0.93%
2023-05-05,647.00,646.00,663.50,643.75,0.08K,2.45%
2023-05-04,631.50,624.00,625.25,624.00,0.19K,0.84%
2023-05-03,626.25,596.00,620.75,596.00,0.35K,5.16%
2023-05-02,595.50,612.00,612.75,596.50,0.41K,-1.37%
2023-05-01,603.75,620.00,620.00,599.50,1.11K,-2.58%
2023-04-28,619.75,611.75,623.00,610.25,1.02K,0.81%
2023-04-27,614.75,628.75,630.75,610.50,18.40K,-1.99%
2023-04-26,627.25,639.75,643.00,626.50,18.04K,-1.80%
2023-04-25,638.75,643.50,646.75,628.25,26.65K,-0.74%
2023-04-24,643.50,669.25,669.50,643.25,25.97K,-2.76%
2023-04-21,661.75,667.75,673.25,658.00,34.37K,-0.90%
2023-04-20,667.75,683.00,684.75,666.50,36.94K,-2.05%
2023-04-19,681.75,699.00,699.00,680.75,31.37K,-2.33%
2023-04-18,698.00,693.50,707.00,689.25,44.59K,0.22%
2023-04-17,696.50,686.25,697.00,674.50,71.09K,2.05%
2023-04-14,682.50,668.75,685.25,661.25,81.45K,2.32%
2023-04-13,667.00,680.75,680.75,664.50,91.66K,-1.84%
2023-04-12,679.50,673.00,683.75,673.00,111.54K,0.82%
2023-04-11,674.00,680.25,686.00,666.25,114.95K,-0.66%
2023-04-10,678.50,684.50,687.50,668.25,67.55K,0.44%
2023-04-07,675.50,675.50,675.50,675.50,,0.00%
2023-04-06,675.50,682.25,685.00,671.25,55.62K,-0.95%
2023-04-05,682.00,693.00,693.25,675.00,56.29K,-1.37%
2023-04-04,691.50,697.00,701.50,688.00,44.90K,-0.29%
2023-04-03,693.50,697.00,710.00,691.50,51.07K,0.18%
2023-03-31,692.25,692.50,701.25,681.00,58.01K,0.00%
2023-03-30,692.25,705.25,710.00,690.25,45.51K,-1.77%
2023-03-29,704.75,698.25,724.00,696.50,77.19K,0.71%
2023-03-28,699.75,698.50,704.75,691.50,51.08K,0.25%
2023-03-27,698.00,691.00,706.50,680.25,58.96K,1.38%
2023-03-24,688.50,660.25,700.50,656.25,114.50K,4.00%
2023-03-23,662.00,663.00,675.50,657.25,56.07K,-0.23%
2023-03-22,663.50,682.50,684.00,654.00,89.22K,-2.89%
2023-03-21,683.25,700.00,705.50,680.25,68.06K,-2.50%
2023-03-20,700.75,708.50,708.50,695.25,61.28K,-1.37%
2023-03-17,710.50,697.25,712.50,697.25,58.01K,1.65%
2023-03-16,699.00,704.00,704.00,691.50,43.89K,-0.53%
2023-03-15,702.75,697.25,706.00,692.75,50.73K,2.37%
2023-03-14,686.50,683.00,699.75,677.50,0.04K,2.12%
2023-03-13,672.25,660.50,660.75,660.50,0.03K,0.82%
2023-03-10,666.75,662.25,662.25,662.25,0.04K,2.03%
2023-03-09,653.50,689.00,691.50,664.25,0.04K,-3.11%
2023-03-08,674.50,698.00,699.50,684.25,0.03K,-1.50%
2023-03-07,684.75,696.50,703.50,689.50,0.06K,0.33%
2023-03-06,682.50,690.75,692.25,684.75,0.02K,-1.90%
2023-03-03,695.75,698.75,698.75,696.75,0.13K,-0.78%
2023-03-02,701.25,702.50,706.50,702.50,0.17K,0.61%
2023-03-01,697.00,691.25,698.75,691.25,0.21K,0.80%
2023-02-28,691.50,694.00,699.50,687.00,1.97K,-0.65%
2023-02-27,696.00,708.25,710.00,691.25,24.59K,-1.73%
2023-02-24,708.25,740.50,741.00,703.00,29.66K,-4.06%
2023-02-23,738.25,735.50,745.00,734.25,29.84K,0.24%
2023-02-22,736.50,751.75,754.00,733.00,38.93K,-1.87%
2023-02-21,750.50,765.75,773.25,749.50,49.78K,-1.86%
2023-02-20,764.75,764.75,764.75,764.75,,0.00%
2023-02-19,764.75,764.75,764.75,764.75,,-0.10%
2023-02-17,765.50,765.00,771.50,759.50,32.06K,0.07%
2023-02-16,765.00,767.50,771.50,762.25,34.05K,-0.55%
2023-02-15,769.25,786.00,787.25,766.75,55.48K,-2.13%
2023-02-14,786.00,790.00,797.50,783.50,64.64K,-0.76%
2023-02-13,792.00,789.00,796.00,776.00,88.27K,0.76%
2023-02-10,786.00,755.00,790.00,755.00,109.95K,3.80%
2023-02-09,757.25,764.75,770.50,754.75,75.20K,-0.98%
