Date,Price,Open,High,Low,Vol.,Change %
2024-03-14,1.862,1.791,1.884,1.761,136.51K,4.37%
2024-03-13,1.784,1.822,1.833,1.766,157.54K,-2.14%
2024-03-12,1.823,1.855,1.921,1.8,169.86K,-2.09%
2024-03-11,1.862,1.92,1.961,1.852,137.93K,-3.17%
2024-03-08,1.923,1.942,1.955,1.896,131.96K,-1.49%
2024-03-07,1.952,2.075,2.087,1.926,142.91K,-5.79%
2024-03-06,2.072,2.088,2.115,2.061,72.08K,-1.10%
2024-03-05,2.095,2.076,2.152,2.039,82.94K,1.06%
2024-03-04,2.073,2.012,2.132,2.011,116.37K,4.96%
2024-03-01,1.975,1.993,2.021,1.948,65.21K,-1.64%
2024-02-29,2.008,2.044,2.064,1.988,97.38K,-2.14%
2024-02-28,2.052,1.965,2.071,1.94,87.15K,13.50%
2024-02-27,1.808,1.751,1.838,1.71,179.94K,3.67%
2024-02-26,1.744,1.75,1.834,1.716,235.21K,2.65%
2024-02-23,1.699,1.817,1.819,1.683,161.17K,-7.26%
2024-02-22,1.832,1.863,1.868,1.752,183.31K,-1.66%
2024-02-21,1.863,1.792,1.877,1.749,233.77K,13.18%
2024-02-20,1.646,1.62,1.783,1.6,178.44K,5.65%
2024-02-19,1.558,1.552,1.583,1.54,,0.45%
2024-02-18,1.551,1.527,1.565,1.527,,-7.68%
2024-02-16,1.68,1.654,1.704,1.638,146.71K,2.00%
2024-02-15,1.647,1.672,1.718,1.633,142.08K,-1.08%
2024-02-14,1.665,1.725,1.744,1.64,162.74K,-4.42%
2024-02-13,1.742,1.793,1.826,1.707,195.55K,-3.22%
2024-02-12,1.8,1.841,1.89,1.77,154.30K,-4.51%
2024-02-09,1.885,1.915,1.921,1.852,141.20K,-3.23%
2024-02-08,1.948,1.981,1.994,1.9,130.05K,-1.62%
2024-02-07,1.98,2.0,2.035,1.967,108.62K,-1.35%
2024-02-06,2.007,2.054,2.072,1.996,85.69K,-3.23%
2024-02-05,2.074,2.114,2.13,2.045,72.51K,-0.58%
2024-02-02,2.086,2.067,2.106,2.034,61.51K,1.07%
2024-02-01,2.064,2.151,2.177,2.047,90.38K,-2.69%
2024-01-31,2.121,2.112,2.175,2.063,63.90K,0.81%
2024-01-30,2.104,2.095,2.143,2.082,71.41K,2.43%
2024-01-29,2.054,2.159,2.166,2.047,164.62K,-5.56%
2024-01-26,2.175,2.19,2.235,2.093,214.99K,-0.23%
2024-01-25,2.18,2.288,2.334,2.158,188.52K,-3.63%
2024-01-24,2.262,2.213,2.29,2.19,182.13K,4.38%
2024-01-23,2.167,2.133,2.194,2.079,141.10K,1.98%
2024-01-22,2.125,2.165,2.187,2.114,184.49K,-5.64%
2024-01-19,2.252,2.42,2.421,2.237,169.18K,-6.67%
2024-01-18,2.413,2.496,2.496,2.364,138.74K,-3.33%
2024-01-17,2.496,2.438,2.516,2.402,126.63K,0.77%
2024-01-16,2.477,2.545,2.545,2.409,174.05K,-19.21%
2024-01-15,3.066,3.112,3.188,3.055,,-1.45%
2024-01-14,3.111,3.104,3.137,3.077,,18.88%
2024-01-12,2.617,2.557,2.647,2.543,172.29K,3.03%
2024-01-11,2.54,2.551,2.644,2.494,179.05K,-0.86%
2024-01-10,2.562,2.697,2.71,2.535,186.15K,-5.01%
2024-01-09,2.697,2.565,2.791,2.529,248.56K,3.81%
2024-01-08,2.598,2.649,2.654,2.43,173.15K,-0.88%
2024-01-05,2.621,2.58,2.631,2.467,118.41K,2.42%
2024-01-04,2.559,2.472,2.59,2.467,118.26K,4.53%
2024-01-03,2.448,2.381,2.503,2.367,110.28K,2.60%
2024-01-02,2.386,2.398,2.467,2.349,83.73K,-10.54%
2024-01-01,2.667,2.614,2.67,2.614,,14.61%
2023-12-29,2.327,2.371,2.395,2.307,69.88K,-2.10%
2023-12-28,2.377,2.302,2.392,2.266,68.45K,-2.46%
2023-12-27,2.437,2.429,2.57,2.429,129.27K,0.74%
2023-12-26,2.419,2.445,2.445,2.356,114.52K,0.04%
2023-12-25,2.418,2.425,2.442,2.415,,-2.89%
2023-12-22,2.49,2.465,2.501,2.41,90.40K,1.26%
2023-12-21,2.459,2.331,2.492,2.313,139.73K,4.77%
2023-12-20,2.347,2.425,2.451,2.317,116.98K,-0.80%
2023-12-19,2.366,2.429,2.44,2.288,124.83K,-2.07%
2023-12-18,2.416,2.434,2.509,2.411,96.99K,-0.37%
2023-12-15,2.425,2.366,2.467,2.327,114.21K,3.32%
2023-12-14,2.347,2.309,2.374,2.28,101.86K,2.40%
2023-12-13,2.292,2.225,2.342,2.187,148.82K,2.32%
2023-12-12,2.24,2.359,2.369,2.223,113.43K,-4.68%
2023-12-11,2.35,2.408,2.417,2.217,144.30K,-6.15%
2023-12-08,2.504,2.487,2.534,2.459,88.30K,-0.63%
2023-12-07,2.52,2.522,2.555,2.436,125.25K,0.12%
2023-12-06,2.517,2.658,2.707,2.492,82.95K,-5.62%
2023-12-05,2.667,2.655,2.738,2.632,42.49K,0.60%
2023-12-04,2.651,2.685,2.704,2.608,53.83K,-4.40%
2023-12-01,2.773,2.77,2.801,2.712,48.47K,0.36%
2023-11-30,2.763,2.761,2.814,2.724,44.65K,-0.22%
2023-11-29,2.769,2.757,2.83,2.728,46.45K,-2.40%
2023-11-28,2.837,2.947,2.992,2.786,187.19K,-3.70%
2023-11-27,2.946,2.924,2.956,2.867,164.41K,-1.77%
2023-11-24,2.999,3.035,3.095,2.933,118.87K,2.35%
2023-11-23,2.93,2.88,2.938,2.861,,-3.40%
2023-11-22,3.033,2.994,3.055,2.961,139.53K,1.34%
2023-11-21,2.993,3.047,3.084,2.986,131.77K,-1.87%
2023-11-20,3.05,3.115,3.134,3.04,121.19K,-2.59%
2023-11-17,3.131,3.227,3.275,3.068,146.65K,-3.33%
2023-11-16,3.239,3.326,3.407,3.188,166.40K,-3.66%
2023-11-15,3.362,3.316,3.448,3.269,109.45K,1.39%
2023-11-14,3.316,3.435,3.465,3.297,102.15K,-2.47%
2023-11-13,3.4,3.313,3.438,3.311,127.12K,3.53%
2023-11-10,3.284,3.327,3.343,3.273,87.04K,-1.47%
2023-11-09,3.333,3.4,3.426,3.299,111.08K,-1.65%
2023-11-08,3.389,3.496,3.514,3.345,131.59K,-2.14%
2023-11-07,3.463,3.566,3.593,3.458,124.13K,-2.83%
2023-11-06,3.564,3.66,3.693,3.556,105.29K,-6.09%
2023-11-03,3.795,3.794,3.856,3.738,53.25K,1.20%
2023-11-02,3.75,3.763,3.799,3.673,67.46K,-0.08%
2023-11-01,3.753,3.84,3.841,3.684,77.52K,-1.57%
2023-10-31,3.813,3.567,3.865,3.558,150.58K,6.24%
2023-10-30,3.589,3.639,3.647,3.563,56.27K,3.04%
2023-10-27,3.483,3.511,3.643,3.435,140.96K,0.17%
2023-10-26,3.477,3.399,3.544,3.363,190.45K,2.99%
2023-10-25,3.376,3.331,3.406,3.317,96.49K,1.63%
2023-10-24,3.322,3.278,3.349,3.253,114.03K,1.50%
2023-10-23,3.273,3.25,3.297,3.216,100.09K,0.46%
2023-10-20,3.258,3.324,3.329,3.247,123.46K,-2.04%
2023-10-19,3.326,3.485,3.498,3.317,100.08K,-3.96%
2023-10-18,3.463,3.45,3.542,3.441,80.98K,-0.14%
2023-10-17,3.468,3.481,3.512,3.408,78.13K,-0.32%
2023-10-16,3.479,3.539,3.539,3.438,99.21K,-2.93%
2023-10-13,3.584,3.636,3.639,3.535,75.91K,-1.51%
2023-10-12,3.639,3.659,3.699,3.582,69.22K,-0.52%
2023-10-11,3.658,3.679,3.725,3.525,92.68K,-0.03%
2023-10-10,3.659,3.642,3.695,3.603,76.43K,0.77%
2023-10-09,3.631,3.657,3.756,3.595,84.31K,-0.27%
2023-10-06,3.641,3.537,3.659,3.521,106.07K,3.70%
2023-10-05,3.511,3.334,3.547,3.324,76.34K,5.75%
2023-10-04,3.32,3.307,3.396,3.303,56.63K,0.21%
2023-10-03,3.313,3.237,3.327,3.216,41.76K,2.47%
2023-10-02,3.233,3.326,3.333,3.224,45.62K,-2.39%
2023-09-29,3.312,3.343,3.382,3.255,38.96K,-0.84%
2023-09-28,3.34,3.29,3.356,3.269,39.84K,15.21%
2023-09-27,2.899,2.858,2.947,2.85,136.01K,1.90%
2023-09-26,2.845,2.904,2.906,2.796,167.23K,-2.10%
2023-09-25,2.906,2.889,2.937,2.862,105.42K,0.94%
2023-09-22,2.879,2.844,2.912,2.834,105.57K,1.37%
2023-09-21,2.84,2.925,2.963,2.832,123.55K,-2.77%
2023-09-20,2.921,3.009,3.016,2.901,145.73K,-3.47%
2023-09-19,3.026,2.994,3.072,2.975,128.38K,0.83%
2023-09-18,3.001,2.918,3.009,2.878,115.14K,2.35%
2023-09-15,2.932,2.987,2.997,2.927,87.64K,-1.71%
2023-09-14,2.983,3.005,3.088,2.975,112.57K,-0.13%
2023-09-13,2.987,3.019,3.042,2.953,132.25K,-0.93%
2023-09-12,3.015,2.949,3.061,2.93,135.12K,2.66%
2023-09-11,2.937,2.971,2.973,2.909,79.98K,-0.98%
2023-09-08,2.966,2.946,3.025,2.942,68.75K,0.27%
2023-09-07,2.958,2.945,3.004,2.901,73.22K,0.51%
2023-09-06,2.943,2.994,3.018,2.92,55.16K,-1.60%
2023-09-05,2.991,3.05,3.075,2.976,72.21K,13.00%
2023-09-04,2.647,2.671,2.708,2.642,,-0.90%
2023-09-03,2.671,2.692,2.694,2.652,,-14.14%
2023-09-01,3.111,3.136,3.213,3.096,55.19K,-1.14%
2023-08-31,3.147,3.191,3.242,3.117,68.87K,-1.07%
2023-08-30,3.181,3.083,3.196,3.039,60.75K,19.50%
2023-08-29,2.662,2.685,2.699,2.622,145.38K,-0.11%
2023-08-28,2.665,2.74,2.829,2.653,189.03K,0.30%
2023-08-25,2.657,2.631,2.679,2.585,99.62K,0.80%
2023-08-24,2.636,2.583,2.68,2.529,153.98K,1.70%
2023-08-23,2.592,2.654,2.673,2.57,113.80K,-2.26%
2023-08-22,2.652,2.732,2.737,2.632,101.07K,-3.32%
2023-08-21,2.743,2.71,2.797,2.685,81.30K,1.93%
2023-08-18,2.691,2.763,2.774,2.663,92.12K,-2.32%
2023-08-17,2.755,2.742,2.795,2.715,77.88K,1.06%
2023-08-16,2.726,2.78,2.797,2.705,95.06K,-1.98%
2023-08-15,2.781,2.913,2.961,2.765,106.34K,-4.04%
2023-08-14,2.898,2.897,2.932,2.851,64.16K,0.56%
2023-08-11,2.882,2.89,2.939,2.817,82.58K,0.42%
2023-08-10,2.87,3.062,3.089,2.857,102.46K,-5.99%
2023-08-09,3.053,2.883,3.096,2.855,138.90K,6.60%
2023-08-08,2.864,2.828,2.886,2.783,73.72K,1.81%
2023-08-07,2.813,2.681,2.844,2.674,81.54K,4.92%
2023-08-04,2.681,2.658,2.72,2.635,38.24K,0.41%
2023-08-03,2.67,2.592,2.685,2.58,46.83K,3.25%
2023-08-02,2.586,2.689,2.69,2.57,51.00K,-3.22%
2023-08-01,2.672,2.747,2.778,2.644,46.74K,-2.52%
2023-07-31,2.741,2.768,2.804,2.72,40.53K,-0.44%
2023-07-28,2.753,2.717,2.801,2.682,44.86K,6.09%
2023-07-27,2.595,2.684,2.691,2.551,166.76K,-3.64%
2023-07-26,2.693,2.734,2.759,2.65,139.07K,-1.97%
2023-07-25,2.747,2.707,2.771,2.672,146.12K,2.19%
2023-07-24,2.688,2.713,2.762,2.661,109.32K,-0.70%
2023-07-21,2.707,2.718,2.759,2.684,103.19K,-0.88%
2023-07-20,2.731,2.611,2.759,2.599,147.71K,5.65%
2023-07-19,2.585,2.612,2.642,2.57,81.16K,-1.26%
2023-07-18,2.618,2.529,2.634,2.522,101.52K,4.55%
2023-07-17,2.504,2.541,2.569,2.477,90.91K,-1.03%
2023-07-14,2.53,2.545,2.592,2.487,115.68K,-0.16%
2023-07-13,2.534,2.622,2.631,2.528,120.19K,-2.43%
2023-07-12,2.597,2.697,2.712,2.586,99.29K,-3.53%
2023-07-11,2.692,2.639,2.716,2.606,81.34K,1.93%
2023-07-10,2.641,2.566,2.671,2.562,72.91K,2.76%
2023-07-07,2.57,2.623,2.665,2.526,46.47K,-1.12%
2023-07-06,2.599,2.637,2.678,2.579,53.43K,-1.66%
2023-07-05,2.643,2.694,2.78,2.63,57.57K,-3.93%
2023-07-04,2.751,2.689,2.758,2.662,,1.81%
2023-07-03,2.702,2.71,2.728,2.661,42.57K,-2.60%
2023-06-30,2.774,2.664,2.801,2.629,67.45K,3.08%
2023-06-29,2.691,2.642,2.734,2.607,64.21K,0.86%
2023-06-28,2.668,2.807,2.878,2.647,137.91K,-4.34%
2023-06-27,2.789,2.881,2.895,2.759,167.92K,-3.56%
2023-06-26,2.892,2.878,2.936,2.828,153.70K,1.72%
2023-06-23,2.843,2.707,2.852,2.611,142.28K,5.14%
2023-06-22,2.704,2.675,2.714,2.612,93.24K,1.01%
2023-06-21,2.677,2.563,2.684,2.527,96.97K,4.16%
2023-06-20,2.57,2.72,2.783,2.562,135.94K,-2.76%
2023-06-19,2.643,2.604,2.683,2.569,,1.58%
2023-06-18,2.602,2.613,2.623,2.598,,-4.37%
2023-06-16,2.721,2.627,2.733,2.594,109.35K,4.29%
2023-06-15,2.609,2.424,2.639,2.394,143.19K,8.12%
2023-06-14,2.413,2.403,2.455,2.368,81.11K,0.25%
2023-06-13,2.407,2.352,2.433,2.344,75.35K,3.04%
2023-06-12,2.336,2.38,2.401,2.282,71.02K,0.21%
2023-06-09,2.331,2.402,2.415,2.325,69.63K,-4.23%
2023-06-08,2.434,2.431,2.469,2.368,79.73K,0.04%
2023-06-07,2.433,2.381,2.456,2.369,63.56K,2.18%
2023-06-06,2.381,2.391,2.408,2.294,54.08K,0.63%
2023-06-05,2.366,2.309,2.435,2.3,50.31K,2.91%
2023-06-02,2.299,2.28,2.355,2.258,53.82K,1.14%
2023-06-01,2.273,2.349,2.374,2.244,71.61K,-3.60%
2023-05-31,2.358,2.395,2.492,2.34,43.88K,-2.40%
2023-05-30,2.416,2.502,2.534,2.35,44.29K,2.85%
2023-05-29,2.349,2.434,2.447,2.338,,-3.53%
2023-05-28,2.435,2.418,2.441,2.417,,0.74%
2023-05-26,2.417,2.463,2.479,2.381,140.56K,-2.38%
2023-05-25,2.476,2.572,2.607,2.429,167.61K,-3.51%
2023-05-24,2.566,2.514,2.575,2.495,111.04K,3.09%
2023-05-23,2.489,2.55,2.568,2.484,119.57K,-2.43%
2023-05-22,2.551,2.697,2.707,2.512,137.18K,-5.76%
2023-05-19,2.707,2.735,2.816,2.682,151.50K,-0.29%
2023-05-18,2.715,2.519,2.755,2.488,157.18K,8.21%
2023-05-17,2.509,2.524,2.586,2.471,99.22K,-0.99%
2023-05-16,2.534,2.533,2.63,2.506,95.02K,-0.31%
2023-05-15,2.542,2.445,2.55,2.417,111.08K,4.27%
2023-05-12,2.438,2.342,2.495,2.31,131.02K,3.97%
2023-05-11,2.345,2.331,2.389,2.31,89.13K,0.39%
2023-05-10,2.336,2.415,2.415,2.315,108.74K,-3.75%
2023-05-09,2.427,2.416,2.463,2.36,94.18K,0.62%
2023-05-08,2.412,2.329,2.424,2.32,91.22K,3.92%
2023-05-05,2.321,2.281,2.349,2.233,76.70K,1.04%
2023-05-04,2.297,2.347,2.374,2.275,62.91K,-2.67%
2023-05-03,2.36,2.428,2.443,2.312,71.92K,-2.36%
2023-05-02,2.417,2.501,2.524,2.389,66.07K,-3.24%
2023-05-01,2.498,2.568,2.582,2.473,56.18K,-3.10%
2023-04-28,2.578,2.538,2.7,2.484,81.15K,1.18%
2023-04-27,2.548,2.51,2.567,2.465,54.02K,10.54%
2023-04-26,2.305,2.385,2.413,2.274,149.63K,-5.42%
2023-04-25,2.437,2.466,2.468,2.368,135.04K,-1.38%
2023-04-24,2.471,2.395,2.484,2.364,117.96K,2.62%
2023-04-21,2.408,2.374,2.448,2.35,84.07K,-0.78%
2023-04-20,2.427,2.361,2.436,2.316,91.51K,1.34%
2023-04-19,2.395,2.526,2.543,2.356,97.93K,-4.85%
2023-04-18,2.517,2.446,2.533,2.396,76.04K,2.99%
2023-04-17,2.444,2.326,2.458,2.326,103.18K,6.03%
2023-04-14,2.305,2.209,2.316,2.143,96.78K,4.92%
2023-04-13,2.197,2.257,2.302,2.184,94.26K,-3.09%
2023-04-12,2.267,2.373,2.384,2.241,113.79K,-3.57%
2023-04-11,2.351,2.372,2.42,2.306,92.12K,-0.42%
2023-04-10,2.361,2.24,2.419,2.24,91.61K,5.50%
2023-04-06,2.238,2.375,2.4,2.22,51.99K,-6.01%
2023-04-05,2.381,2.332,2.421,2.3,35.43K,1.58%
2023-04-04,2.344,2.348,2.385,2.31,40.30K,0.47%
2023-04-03,2.333,2.345,2.398,2.28,49.01K,-5.35%
2023-03-31,2.465,2.352,2.488,2.321,43.80K,4.54%
2023-03-30,2.358,2.455,2.455,2.336,37.26K,7.97%
2023-03-29,2.184,2.161,2.225,2.103,155.18K,1.72%
2023-03-28,2.147,2.221,2.26,2.142,156.20K,-3.07%
2023-03-27,2.215,2.288,2.299,2.184,143.18K,-6.18%
2023-03-24,2.361,2.277,2.382,2.267,122.74K,3.42%
2023-03-23,2.283,2.354,2.383,2.263,106.54K,-1.04%
2023-03-22,2.307,2.456,2.462,2.287,133.98K,-7.16%
2023-03-21,2.485,2.339,2.493,2.24,151.46K,6.61%
2023-03-20,2.331,2.46,2.521,2.324,101.86K,-4.70%
2023-03-17,2.446,2.638,2.639,2.436,101.40K,-6.85%
2023-03-16,2.626,2.59,2.657,2.527,93.85K,3.14%
2023-03-15,2.546,2.696,2.71,2.499,117.57K,-5.35%
2023-03-14,2.69,2.74,2.789,2.65,75.91K,-1.32%
2023-03-13,2.726,2.566,2.751,2.514,112.03K,6.53%
2023-03-10,2.559,2.629,2.691,2.554,80.58K,-4.62%
2023-03-09,2.683,2.754,2.797,2.614,88.69K,-1.11%
2023-03-08,2.713,2.821,2.85,2.687,91.28K,-4.47%
2023-03-07,2.84,2.769,2.85,2.673,95.46K,4.03%
2023-03-06,2.73,2.954,2.954,2.688,132.81K,-13.09%
2023-03-03,3.141,2.916,3.156,2.904,97.38K,8.35%
2023-03-02,2.899,2.938,2.994,2.848,61.85K,-1.50%
2023-03-01,2.943,2.884,2.969,2.788,89.85K,2.79%
2023-02-28,2.863,2.842,2.898,2.701,97.49K,0.35%
